rest_name,locality,cost_for_two,rating,votes,cuisines
Alto Vino - Bengaluru Marriott Hotel Whitefield,Bengaluru Marriott Hotel Whitefield,"3,000",4.3,269,"['Italian', 'Salad']"
Kebabs & Kurries - ITC Gardenia,ITC Gardenia,"3,500",4.3,367,"['North Indian', 'Mughlai']"
"Cinnamon - Renaissance Hotel, Bengaluru","Renaissance Hotel, Race Course Road",500,4.3,236,['Desserts']
Biryani Kitchen,"Inorbit Mall, Whitefield",450,4.3,640,['Biryani']
Mangalore Pearl - Seafood Restaurant,Frazer Town,700,4.3,1387,"['Mangalorean', 'Seafood']"
Soul Treat,Sarjapur Road,750,4.3,273,"['Bakery', 'Desserts', 'Healthy Food']"
Tim Tai,Koramangala 5th Block,"1,400",4.3,3694,"['Chinese', 'Thai', 'Asian', 'Malaysian', 'Vietnamese', 'Sri Lankan', 'Burmese']"
Ottimo - ITC Gardenia,ITC Gardenia,"3,000",4.3,165,"['Italian', 'Salad']"
Cafesta,"Ascendas Park Square, Whitefield",550,4.3,620,"['Cafe', 'Italian', 'Fast Food', 'Desserts']"
The Sugar Fairy,Frazer Town,400,4.3,242,"['Bakery', 'Desserts']"
Ayodhya Upachar,Banashankari,200,4.3,762,"['South Indian', 'North Indian', 'Chinese', 'Street Food']"
Blk Plus Wht,HSR,800,4.3,217,"['Asian', 'Thai', 'North Indian']"
Dum Pukht Jolly Nabobs - ITC Windsor,ITC Windsor,"4,000",4.3,291,['North Indian']
Dhyaana,Indiranagar,600,4.3,158,"['Cafe', 'Healthy Food', 'Fast Food', 'Beverages']"
Chime - Sheraton Grand Bengaluru Whitefield Hotel &...,"Sheraton Grand Bengaluru, Whitefield","2,500",4.3,236,['Finger Food']
Murphy's Brewhouse - The Paul Bangalore,"The Paul, Ring Road","1,700",4.3,2041,"['Continental', 'North Indian', 'Finger Food']"
Café 77 East - Taj Bangalore," Taj Bangalore, International Airport","2,100",4.3,93,"['Continental', 'American', 'South Indian', 'North Indian']"
Sanky's Burger House,Hennur,300,4.3,345,"['Burger', 'Fast Food']"
The Rice Bowl,"Hotel Southern Star, Lavelle Road","1,300",4.3,517,"['Chinese', 'Momos']"
Green Onion,Residency Road,550,4.3,1198,['Chinese']
Bikaner Sweet Centre,Koramangala 1st Block,200,4.3,191,['North Indian']
Dakshin - ITC Windsor,ITC Windsor,"4,000",4.3,204,['South Indian']
South Ruchis Square,Race Course Road,850,4.3,1071,"['North Indian', 'South Indian', 'Chinese']"
Gobble Up Churros Cafe,Indiranagar,400,4.3,379,"['Street Food', 'Continental', 'Mexican', 'Beverages', 'Cafe', 'Desserts', 'Spanish']"
Dr. Bubbles,Jayanagar,400,4.3,106,"['Beverages', 'Desserts']"
Rasovara,UB City,"1,400",4.3,778,"['Rajasthani', 'North Indian']"
Caraway Kitchen - Conrad Bengaluru,"Conrad Bengaluru, Ulsoor","2,800",4.3,171,"['American', 'Continental', 'North Indian', 'South Indian']"
Hanoi - Vietnamese Cuisine,Koramangala 4th Block,"1,000",4.3,1834,['Vietnamese']
Kedia's Fun Food,Jayanagar,200,4.3,642,"['North Indian', 'Street Food', 'Juices']"
Om Sai Skanda Dosa Camp,Ulsoor,150,4.3,258,['South Indian']
Uppercut - Sheraton Grand Bengaluru Whitefield Hotel...,"Sheraton Grand Bengaluru, Whitefield","2,000",4.3,399,['BBQ']
Behrouz Biryani,Bellandur,650,4.3,42,['Biryani']
Nando's,Indiranagar,"1,200",4.3,1251,"['Portuguese', 'Wraps', 'Burger', 'Salad']"
Breads and Banter,Brookefield,400,4.3,97,"['Cafe', 'Bakery', 'Fast Food']"
Xpress Biryani,Ulsoor,650,4.3,156,"['Biryani', 'North Indian', 'Kebab']"
Habibi Falafel,Koramangala 1st Block,300,4.3,233,"['Lebanese', 'Middle Eastern']"
Dream a Dozen,JP Nagar,300,4.3,138,"['Bakery', 'Desserts']"
The Marina,Indiranagar,"1,200",4.3,573,"['South Indian', 'Seafood', 'North Indian', 'Kerala', 'Continental', 'Chinese', 'Chettinad', 'Arabian']"
Japan Travel Cafe Azuki,Residency Road,400,4.3,78,"['Cafe', 'Japanese']"
Rara Avis,Sahakara Nagar,"1,000",4.3,805,"['Kerala', 'North Indian', 'South Indian', 'Chinese']"
Eating Love,Sarjapur Road,800,4.3,163,"['Cafe', 'Italian', 'Pizza']"
Harima,Residency Road,"2,000",4.3,675,['Japanese']
b Café - Shangri-La Hotel,"Shangri-La Hotel, Vasanth Nagar ","3,400",4.3,435,"['North Indian', 'Italian', 'Chinese', 'Japanese']"
South Kitchen,Basavanagudi,100,4.3,279,['South Indian']
Mama Mia!,Indiranagar,400,4.3,433,"['Desserts', 'Cafe']"
Kapoor's Punjabi Rolls,Kalyan Nagar,300,4.3,55,"['Rolls', 'Fast Food']"
Based On A True Story- Bistro,Kammanahalli,800,4.3,507,"['Cafe', 'Burger', 'Italian', 'Desserts']"
Frolic,Koramangala 7th Block,200,4.3,42,"['Juices', 'Ice Cream']"
BITEBOX,Marathahalli,300,4.3,180,"['North Indian', 'Chinese', 'Mughlai', 'Desserts']"
Caprese - Shangri-La Hotel,"Shangri-La Hotel, Vasanth Nagar ","3,000",4.3,237,['Italian']
Mahalaxmi Cool Corner,KR Puram,200,4.3,202,"['North Indian', 'Fast Food']"
Roll Over,Kalyan Nagar,500,4.3,187,"['Ice Cream', 'Beverages', 'Fast Food']"
The Restaurant - Coorg,Indiranagar,"1,260",4.3,519,['South Indian']
Jose's Mess,BTM,300,4.3,329,"['Kerala', 'South Indian', 'Biryani']"
Cafe Kaara,Ulsoor,750,4.3,171,"['Cafe', 'Salad', 'Desserts', 'Pizza']"
Cafe Mangii,UB City,"1,600",4.3,1056,"['Italian', 'Continental', 'Pizza']"
Aubree,Koramangala 6th Block,400,4.3,38,"['Cafe', 'Bakery']"
Hotel Dwarka,Basavanagudi,250,4.3,261,['South Indian']
Infinitea Tea Room & Tea Store,Indiranagar,"1,000",4.3,776,"['Continental', 'Cafe', 'Desserts', 'Salad', 'Momos']"
Zoey's,Sarjapur Road,600,4.3,906,"['Fast Food', 'Italian', 'Continental']"
Royal Afghan - ITC Windsor,ITC Windsor,"5,000",4.3,416,"['North Indian', 'Mughlai']"
Once Upon a Rooftop,Jayanagar,"1,000",4.3,1277,"['Pizza', 'Italian', 'Chinese', 'Thai']"
Teppan Japanese Grill & Sushi Bar,Ulsoor,"2,000",4.3,915,['Japanese']
Albert Bakery,Frazer Town,150,4.3,356,"['Bakery', 'Fast Food']"
Bean Flickers,Indiranagar,700,4.3,400,"['Cafe', 'American', 'Fast Food', 'Coffee', 'Continental']"
Namma Kudla,Malleshwaram,350,4.3,66,"['South Indian', 'Mangalorean']"
Benjarong,Ulsoor,"1,800",4.3,862,"['Thai', 'Asian']"
Food Ras,Electronic City,900,4.3,1410,"['North Indian', 'Chinese', 'Japanese', 'European', 'Seafood']"
Lincoln Bistro,New BEL Road,800,4.3,262,"['North Indian', 'Mughlai', 'Asian', 'Chinese']"
Occasions,Koramangala 4th Block,400,4.3,200,"['Bakery', 'Desserts']"
Season - Adarsh Hamilton,Richmond Road,"1,200",4.3,334,"['North Indian', 'Chinese', 'South Indian', 'Continental']"
Sriracha,UB City,"1,500",4.3,704,"['Thai', 'Chinese', 'Indonesian', 'Asian', 'Momos']"
Arya Hungry?,Koramangala 7th Block,450,4.3,282,['North Indian']
Cubbon Pavilion - ITC Gardenia,ITC Gardenia,"2,500",4.3,693,"['European', 'Continental', 'Chinese', 'Thai']"
Tall Blonde French,Koramangala 5th Block,400,4.3,735,['Fast Food']
Hillstation Cafe,Hennur,500,4.3,425,['Cafe']
The Market - The Ritz-Carlton,The Ritz-Carlton,"3,400",4.3,621,"['North Indian', 'European', 'Thai']"
Biggies Burger 'n' More,Indiranagar,400,4.3,202,"['Cafe', 'Burger', 'Fast Food']"
Nuts Over Salads Cafe,Koramangala 5th Block,600,4.3,234,"['Cafe', 'North Indian', 'Healthy Food', 'Mexican']"
The Coorg Food Co.,Kalyan Nagar,750,4.3,482,['South Indian']
Zero Kelvin,Brookefield,450,4.3,170,"['Desserts', 'Beverages']"
The Nosh House,Sarjapur Road,600,4.3,237,"['American', 'Italian', 'Bakery', 'Desserts', 'Sandwich', 'Beverages', 'Salad', 'Rolls']"
JustBe Cafe,Sadashiv Nagar,"1,000",4.3,482,"['Cafe', 'Beverages', 'Healthy Food']"
By 2 Coffee,Vijay Nagar,100,4.3,314,['South Indian']
Sector 7 Café,HSR,700,4.3,1122,"['Cafe', 'Continental', 'Pizza', 'Salad']"
The Marash,Koramangala 5th Block,250,4.3,72,"['Turkish', 'Desserts']"
The Rogue Elephant,Basavanagudi,"1,000",4.3,1054,"['Desserts', 'Asian', 'Beverages']"
Stoked!,Koramangala 4th Block,850,4.3,304,"['Cafe', 'Italian', 'Pizza']"
Bangalore Mandarin,Whitefield,"1,100",4.3,793,"['Chinese', 'Seafood']"
HVR Veg,Seshadripuram,300,4.3,103,['South Indian']
Skoolroom,Ulsoor,700,4.3,592,"['Cafe', 'Continental', 'Italian', 'Burger', 'Beverages']"
Waffle Walle,"Royal Meenakshi Mall, Bannerghatta Road",500,4.3,680,"['Desserts', 'Belgian', 'Beverages']"
Peppa Zzing,Infantry Road,800,4.3,1136,"['Cafe', 'Fast Food', 'Burger']"
China Bistro & Lounge,Indiranagar,"1,600",4.3,111,"['Asian', 'Chinese', 'Thai', 'Korean']"
Edo Restaurant & Bar - ITC Gardenia,ITC Gardenia,"4,000",4.3,239,['Japanese']
Biryani Rooh-e-Khaas,HSR,500,4.3,56,"['Biryani', 'Mughlai']"
Little Green Cafe,Church Street,900,4.3,806,"['Cafe', 'Healthy Food', 'Salad', 'Continental', 'Beverages', 'Italian', 'Sandwich']"
Lakshmi Natraja Refreshments,Majestic,150,4.3,208,['South Indian']
Mane Holige,Jayanagar,200,4.3,151,"['Mithai', 'South Indian']"
Chai Galli,Koramangala 5th Block,450,4.3,496,"['Cafe', 'Tea', 'Street Food']"
Qissa Khawani,Church Street,800,4.3,339,"['North Indian', 'Mughlai']"
Connie's Restaurant & Steakhouse,Kammanahalli,"1,500",4.3,1448,"['Steak', 'Continental', 'Burger', 'American', 'BBQ', 'European', 'Salad']"
Just Shawarma,Jayanagar,300,4.3,797,"['Arabian', 'Fast Food']"
Sakae Japanese Restaurant,Shanti Nagar,"1,400",4.3,546,['Japanese']
IDC Kitchen,Koramangala 5th Block,200,4.3,62,['South Indian']
Enerjuvate Studio & Cafe,Koramangala 4th Block,800,4.3,483,"['Cafe', 'Continental', 'Healthy Food', 'Sandwich', 'Pizza', 'Desserts', 'Beverages']"
Prems Graama Bhojanam,Jayanagar,400,4.3,334,['South Indian']
The Square - Novotel,"Novotel Bengaluru, Marathahalli","2,500",4.3,767,"['Continental', 'North Indian', 'Japanese', 'Italian']"
Umesh Dosa Point,Seshadripuram,150,4.3,298,['South Indian']
Manjit Da Dhaba,Frazer Town,300,4.3,790,['North Indian']
Khatta Meetha Teekha,Koramangala 6th Block,300,4.3,201,"['Street Food', 'North Indian', 'Mithai', 'Chinese', 'Beverages']"
Le Jardin - The Oberoi,"The Oberoi, MG Road","3,000",4.3,698,"['European', 'Mediterranean', 'North Indian']"
Le Cirque Signature - The Leela Palace,"The Leela Palace, Old Airport Road","6,000",4.3,130,"['French', 'Italian']"
The Higher Taste,Rajajinagar,800,4.3,863,"['Pizza', 'Biryani', 'North Indian', 'South Indian']"
Dolci Desserts,Cunningham Road,750,4.3,661,"['Cafe', 'Desserts']"
Kitchen On Table,HSR,"1,000",4.3,799,"['BBQ', 'Chinese', 'Japanese', 'Asian']"
BLOW,Church Street,750,4.3,983,"['Cafe', 'Continental', 'American', 'Burger']"
The Paratha Company,HSR,400,4.3,170,['North Indian']
Cable Car,Jayanagar,"1,000",4.3,1277,"['North Indian', 'Italian']"
Grasshopper,Bannerghatta Road,"5,000",4.3,684,['European']
3 Monkeys Brewpub,"Gopalan Signature Mall, Old Madras Road","2,000",4.3,1672,"['Continental', 'North Indian', 'Chinese', 'Italian']"
Alchemy - The Chancery Pavilion,"The Chancery Pavilion, Residency Road","2,000",4.3,528,['Modern Indian']
Nagarjuna,Residency Road,800,4.3,1814,"['Andhra', 'Biryani']"
Dice N Dine,Koramangala 5th Block,900,4.3,1828,"['Continental', 'Cafe', 'Italian', 'Fast Food', 'Steak']"
Ambrosia,Rajarajeshwari Nagar,"1,200",4.3,718,"['Italian', 'Mexican', 'Continental', 'Asian', 'Japanese']"
Lazy Suzy,Indiranagar,"1,000",4.3,1280,"['Cafe', 'Continental', 'Beverages', 'Burger', 'Desserts', 'Pizza', 'Bakery', 'European']"
Barbecued - By The Orchard,Sadashiv Nagar,"1,200",4.3,618,['North Indian']
The Hidden Home,Sarjapur Road,"1,300",4.3,1092,"['Asian', 'Chinese', 'Continental', 'North Indian', 'South Indian']"
Zaitoon,Old Airport Road,"1,000",4.3,2047,"['BBQ', 'Arabian', 'Chinese', 'North Indian', 'Desserts']"
Imperio Restaurant,Whitefield,700,4.3,2129,"['North Indian', 'Arabian', 'Mughlai', 'Biryani', 'Seafood', 'Beverages']"
Spice Terrace - JW Marriott,"JW Marriott Bengaluru, Lavelle Road","3,000",4.3,777,"['North Indian', 'Seafood']"
Queens,Electronic City,"1,400",4.3,205,"['North Indian', 'Continental', 'British']"
Ciclo Cafe,Indiranagar,"1,000",4.3,1368,"['Cafe', 'Italian', 'American']"
Monkey Bar,Indiranagar,"1,400",4.3,3910,"['American', 'Asian', 'European', 'North Indian']"
Portland Steakhouse & Cafe,MG Road,"1,500",4.3,2056,"['Steak', 'Italian', 'Continental', 'American', 'Burger', 'BBQ', 'Salad']"
Al Daaz,HSR,550,4.3,677,"['North Indian', 'Continental', 'BBQ']"
The Black Rabbit,"Escape Hotel & Spa, Indiranagar","1,500",4.3,4275,"['Continental', 'Finger Food']"
Gramin,Koramangala 7th Block,600,4.3,3502,['North Indian']
The Pump House,JP Nagar,"1,500",4.3,992,"['Continental', 'Finger Food']"
Jetlag,Rajajinagar,"1,650",4.3,1221,"['Finger Food', 'Continental', 'North Indian', 'Italian', 'Japanese']"
Dive,Marathahalli,"1,300",4.3,769,"['Continental', 'Finger Food']"
Cakewala,HSR,500,4.3,247,"['Bakery', 'Desserts']"
Go Native,Jayanagar,800,4.3,1300,"['Healthy Food', 'Cafe', 'Beverages']"
Hungry Hippie,Koramangala 5th Block,800,4.3,1509,"['Cafe', 'Continental', 'Italian', 'Burger']"
B-hive,Koramangala 1st Block,"1,200",4.3,1588,"['Finger Food', 'North Indian']"
Tandoori Taal,Indiranagar,900,4.3,1807,"['Biryani', 'North Indian']"
Puliyogare Point,Basavanagudi,100,4.3,466,['South Indian']
Easy Tiger,Church Street,"1,100",4.3,2316,"['Finger Food', 'Continental']"
Khawa Karpo,Koramangala 5th Block,350,4.3,1014,"['Chinese', 'Tibetan', 'Momos']"
Barkaas- Arabic Restaurant,Marathahalli,"1,000",4.3,262,"['Arabian', 'Biryani', 'Desserts', 'Beverages', 'Salad']"
Leon Grill,Jeevan Bhima Nagar,500,4.3,1351,"['Burger', 'Fast Food']"
Bangalore Brew Works,Residency Road,"1,700",4.3,2244,"['Continental', 'Italian']"
Barbecoa,"D and N Enterprises, Marathahalli","1,000",4.3,1420,"['North Indian', 'Continental', 'Chettinad', 'Andhra', 'Bengali']"
1Q1,Infantry Road,"2,500",4.3,624,"['Asian', 'Japanese', 'Thai', 'Malaysian', 'Vietnamese', 'Korean', 'Chinese']"
Brewsky,JP Nagar,"1,600",4.3,4401,"['Continental', 'American']"
Feast - Sheraton Grand Bangalore Hotel at Brigade...,Sheraton Grand Bangalore Hotel at Brigade Gateway,"2,000",4.3,995,"['North Indian', 'Continental']"
The Only Place,Church Street,"1,000",4.3,2941,"['Italian', 'American', 'Steak', 'Continental', 'BBQ', 'Salad']"
Protein Grillhouse,Jayanagar,800,4.3,243,"['Healthy Food', 'Continental', 'Juices', 'Salad', 'Burger', 'Beverages', 'Desserts']"
Ebony,Barton Centre,"1,500",4.3,3162,"['North Indian', 'South Indian']"
The Smoke Co.,Koramangala 6th Block,"2,500",4.3,531,"['American', 'European']"
Sattvam,JP Nagar,"1,200",4.3,390,"['North Indian', 'South Indian']"
The Druid Garden,Sahakara Nagar,"1,700",4.3,3139,"['Asian', 'Continental', 'European', 'North Indian', 'Mediterranean']"
Public - The Rooftop Bar And Kitchen,Bannerghatta Road,"1,000",4.3,1110,"['North Indian', 'Chinese', 'Finger Food']"
Bob's Bar,Indiranagar,"1,000",4.3,594,"['South Indian', 'Finger Food']"
THE RIG,Sarjapur Road,"1,500",4.3,1810,"['Continental', 'Finger Food', 'Pizza']"
Kota Kachori,Koramangala 6th Block,400,4.3,3683,"['Street Food', 'Desserts', 'North Indian', 'Mithai', 'Rajasthani']"
A Hole Lotta Love Cafe,Koramangala 5th Block,600,4.3,2895,"['Cafe', 'American', 'Burger', 'Sandwich', 'Beverages']"
Boho,Koramangala 5th Block,"1,200",4.3,1866,"['Continental', 'Asian', 'American', 'North Indian', 'Desserts']"
China Pearl,Koramangala 6th Block,"1,100",4.3,1873,['Chinese']
Dindigul Thalappakatti,Indiranagar,800,4.3,352,"['Biryani', 'Chinese', 'North Indian', 'South Indian']"
Smally's Resto Cafe,Church Street,650,4.3,3593,"['Cafe', 'Italian', 'Burger', 'American', 'Steak']"
Tea Villa Cafe,Jayanagar,800,4.3,821,"['Cafe', 'Continental', 'Mediterranean', 'Italian', 'Desserts']"
Hoppipola,Church Street,"1,300",4.3,1771,"['Continental', 'Mediterranean', 'European']"
Esplanade,Indiranagar,"1,000",4.3,1598,['Bengali']
Rural Blues,Sarjapur Road,"1,300",4.3,1515,"['European', 'Mediterranean', 'Asian', 'North Indian', 'South Indian', 'Momos']"
BOX8- Desi Meals,HSR,500,4.3,469,"['Biryani', 'North Indian', 'Sandwich', 'Salad', 'Wraps']"
Yo! Chow,Marathahalli,800,4.3,1862,"['Chinese', 'Momos']"
The Biere Club,153 Biere Street,"1,700",4.3,2286,"['Continental', 'BBQ', 'Finger Food']"
Blu Oyster,Indiranagar,"1,500",4.3,86,"['Seafood', 'Continental', 'European', 'Mediterranean']"
Hangover,HSR,"1,500",4.3,862,"['Asian', 'Continental', 'Finger Food']"
LOFT38,Indiranagar,"1,900",4.3,3708,"['Italian', 'BBQ', 'Asian', 'Fast Food']"
Sanchez,UB City,"1,500",4.3,1064,"['Mexican', 'Tex-Mex']"
The Fisherman's Wharf,Sarjapur Road,"1,400",4.3,4169,"['Seafood', 'Goan', 'North Indian', 'Continental', 'Asian']"
Three Dots & A Dash,JP Nagar,"1,500",4.3,1358,"['European', 'Continental']"
Shanmukha,Jayanagar,800,4.3,2093,"['Biryani', 'Andhra', 'North Indian', 'Chinese']"
Sardarji Londonwaley,Koramangala 1st Block,450,4.3,418,"['North Indian', 'Chinese', 'Biryani']"
1522 - The Pub,New BEL Road,"1,400",4.3,990,"['Chinese', 'Continental', 'North Indian']"
Wok Paper Scissors,Koramangala 5th Block,600,4.3,1639,"['Asian', 'Malaysian', 'Chinese', 'Thai', 'Momos']"
Royal Andhra Spice,"OSR Hotel, Rajarajeshwari Nagar",900,4.3,1175,"['Andhra', 'North Indian', 'Chinese']"
Beer Adda,Koramangala 5th Block,"1,000",4.2,580,"['North Indian', 'Chinese', 'Pizza']"
Utse Kitchen,Commercial Street,800,4.2,184,"['Nepalese', 'Tibetan', 'Momos']"
V B Bakery,Basavanagudi,150,4.2,512,['Bakery']
Chullah Chandigarh,Bellandur,800,4.2,340,['North Indian']
Akss - India Reimagined,Sadashiv Nagar,"1,800",4.2,271,"['Modern Indian', 'North Indian']"
The Waffle Yard,New BEL Road,300,4.2,152,"['Desserts', 'Fast Food']"
Anupam's Coast II Coast,Church Street,"1,400",4.2,863,"['Seafood', 'Mangalorean', 'North Indian', 'Chinese']"
Riwaz - The Ritz-Carlton,The Ritz-Carlton,"4,000",4.2,276,['North Indian']
Pabrai's Fresh & Naturelle Icecreams,Brigade Road,200,4.2,133,"['Ice Cream', 'Desserts']"
Cafe Cosy,Jayanagar,800,4.2,131,"['Cafe', 'Chinese', 'Continental', 'Fast Food']"
Maia - Eat | Bake | Mom,Bellandur,"1,200",4.2,1056,"['Continental', 'North Indian', 'Beverages']"
Sri Krishna Upahara,Yelahanka,250,4.2,74,"['North Indian', 'South Indian']"
Golden Rice,Marathahalli,"1,000",4.2,176,"['North Indian', 'Mughlai', 'Seafood', 'Chinese']"
Little Italy,Indiranagar,"1,400",4.2,3320,"['Italian', 'Pizza', 'Mexican']"
Kitchen of Joy,Indiranagar,400,4.2,585,"['Fast Food', 'Bengali', 'Rolls']"
My Place - Gokulam Grand Hotel & Spa,"Gokulam Grand Hotel & Spa, New BEL Road","1,800",4.2,429,"['Continental', 'Asian', 'South Indian', 'North Indian']"
Cafe Medley,Koramangala 5th Block,800,4.2,1083,"['Cafe', 'Continental', 'Burger']"
New Modern Hotel,Basavanagudi,150,4.2,277,['South Indian']
The Waffle Press,St. Marks Road,400,4.2,124,"['Desserts', 'Ice Cream']"
Glen's Bakehouse,Indiranagar,600,4.2,5399,"['Bakery', 'Cafe', 'Italian', 'Desserts']"
Giselle Resto Cafe,Kammanahalli,800,4.2,888,"['Cafe', 'Italian', 'Pizza', 'Beverages', 'Desserts']"
Noodle Panda,Koramangala 5th Block,800,4.2,363,"['Chinese', 'Indonesian', 'Japanese', 'Malaysian', 'Thai', 'Vietnamese', 'Momos']"
Yataii - Shangri-La Hotel,"Shangri-La Hotel, Vasanth Nagar ","2,300",4.2,172,['Japanese']
Jamavar - The Leela Palace,"The Leela Palace, Old Airport Road","4,000",4.2,528,"['North Indian', 'South Indian']"
Cheers Pub Bar & Restro,Koramangala 4th Block,"1,100",4.2,146,"['Continental', 'Finger Food', 'Pizza', 'North Indian', 'Bar Food']"
Poha On Wheels,Bellandur,100,4.2,78,['Street Food']
Marzipan Cafe & Bakery,Ulsoor,600,4.2,452,"['Cafe', 'Mediterranean', 'Bakery', 'Greek', 'Beverages']"
Muthashy's,BTM,400,4.2,479,"['Kerala', 'South Indian', 'Chinese']"
Float Brewery,Kalyan Nagar,"1,800",4.2,471,"['Bar Food', 'Asian', 'European', 'Mediterranean']"
Saara's Cafe - SS Lumina Hotel,Koramangala 7th Block,800,4.2,117,"['North Indian', 'South Indian', 'Chinese', 'Arabian']"
Green Theory,Residency Road,800,4.2,2871,"['Italian', 'Salad', 'Healthy Food', 'Cafe', 'Asian', 'Desserts', 'Pizza']"
Kudla - Hotel Ramanashree,Hotel Ramanashree,"1,200",4.2,355,"['South Indian', 'Andhra', 'Chinese']"
B Bhagat Tarachand,City Market,700,4.2,184,"['North Indian', 'Chinese', 'Street Food', 'Beverages']"
Palette - Taj Yeshwantpur,Taj Yeshwantpur,"1,800",4.2,238,"['Mediterranean', 'South Indian', 'North Indian', 'Chinese']"
Tella Tales,Koramangala 5th Block,700,4.2,417,"['Cafe', 'Desserts', 'Beverages']"
Stevie's,Malleshwaram,500,4.2,99,['Cafe']
Chapter One Bar | Maiin,New BEL Road,"1,400",4.2,1018,"['Continental', 'Italian', 'North Indian']"
Carnival de Goa,Ulsoor,"1,000",4.2,993,"['Goan', 'Mangalorean', 'Pizza']"
Vembanad - The Paul,"The Paul, Ring Road","1,800",4.2,328,"['Seafood', 'Kerala']"
Cafe At The Atelier,Sarjapur Road,800,4.2,517,"['Cafe', 'Continental', 'Italian', 'Salad']"
Shree Muthahalli Veg,HSR,300,4.2,864,"['South Indian', 'North Indian', 'Chinese', 'Juices', 'Ice Cream']"
Sangam Mess,Kammanahalli,300,4.2,233,"['South Indian', 'Biryani', 'North Indian']"
Subz,Jayanagar,"1,000",4.2,2047,"['North Indian', 'South Indian']"
Pita Pit,Whitefield,500,4.2,38,"['Healthy Food', 'Salad', 'Mexican', 'Beverages']"
Nook - Aloft Bengaluru Cessna Business Park,"Aloft Bengaluru Cessna Business Park, Bellandur","1,800",4.2,415,"['North Indian', 'Continental', 'Asian']"
Le Charcoal,Brookefield,600,4.2,352,"['Arabian', 'Lebanese', 'Mughlai', 'North Indian', 'BBQ', 'Chinese']"
Crawl Street,Koramangala 5th Block,"1,200",4.2,2691,"['Continental', 'Finger Food', 'North Indian', 'Chinese']"
Chandrappa Hotel,Yeshwantpur,450,4.2,254,"['South Indian', 'North Indian', 'Chinese']"
Flames Pizza,Yelahanka,600,4.2,263,['Pizza']
The Flying Cup,Sarjapur Road,150,4.2,243,"['Beverages', 'Fast Food', 'Tea']"
